271.01,602.28
256.31,622.51
241.62,642.73
226.92,662.96
212.22,683.18
428.13,395.12
443.20,375.17
458.27,355.23
473.34,335.28
488.41,315.34
792.31,241.01
815.67,232.12
839.04,223.22
862.40,214.32
885.76,205.42
